sent_rating,processed_text_NoStopwords,data
negativo,Decepcionado a limitação controle principalmente mídia realmente eficaz assinante amazon primer Achei inteligente útil dia a dia pra falar ALEXA ALEXA continuidade conversa responde pergunta e quiser o tema reformular novamente pergunta saco Ex Alexa 2 +2 responde normal falar 4 entende chamr e repetir a pergunta Alexa 4 4 E ocorre situações O spotfy comandado aplicativos sejam exclusivos Amazon Ai pergunto APLLE Ridículo,2021-01-11 00:00:00
negativo,casa inteligente completo e acima a tecnologia Alexa produto dispensável brinquedinho legal Explico chego casa o impede tocar o interruptor e acender a luz a o invés alexa acenda a luz sala algum deficiência constantemente mãos ocupadas Alexa sirva alguma Outro o motivo a Alexa ligar a TV o controle remoto o ar condicionado a mesma vejo utilidade MIM falar ALTO E CLARO Alexa entende o sensor d detecta,2021-05-20 00:00:00
positivo,receoso a comprar o Echo Dot assistente experiência o Ok Google horas reconhece comandos O Echo Dot a Alexa avançado entender melhor comandos e opções o áudio incrível e a sensibilidade microfone pega incrivelmente duvida conta experiência assistentes o Echo Dot a Alexa surpreender,2021-07-02 00:00:00
positivo,pessoa olhou a Alexa e pensei Preciso a enxerguei objeto totalmente dispensável Fico feliz esteva errado Claro objeto caro e prioridade nenhum ambiente facilita muitas coisas dia a dia e mudar e transformar a produtividade A interface controle voz funciona Inglês utilizado O aplicativo d permite criar rotinas alarmes interações e muitas coisas ajudam o sono pesado o despertador celular acaba sendo ruim 15 minutos a Alexa equipei o ambiente lâmpadas inteligentes controle e o fluxo trabalho aumentou necessito configurar ambiente peço a Alexa ligue o escritório e configura conforme desejo conta necessidade produtos inteligentes a brincadeira sair cara e comprei lâmpadas avaliar vale a pena investimento interfaces controle voz a oportunidade recomendo testar Principalmente programador A loja Skills Alexa Brasileira práticamente vazia e carente boas Skills ótimo começar portfólio GitHub estudos e aprofundamentos interfaces voz,2021-07-11 00:00:00
positivo,perdeu a função reconhecimento música e funções compensação liga a TV casa modelo antigo o gire tv conectado A versão anterior Echo dot conseguia ligar a TV controle voz achei negativo o tamanho e bonita a versão anterior atende s expectativas,2022-02-26 00:00:00
negativo,"Echo 4ª geração a 749,00 ouve direito Echo Dot 4ª geração péssima escuta quase e demorando executar comandos trava hora hora pensei problema fábrica munda anda reclamando Alexa comprem passar raiva",2021-08-04 00:00:00
negativo,O dispositivo si legal aparentemente o auto falante frágil Echo Dot 4 o o som começou a ficar ruído chato auto falante estourado principalmente tocando músicas Acionei a garantia O dispositivo desativado virou peso papel e recebi vale presente outro Echo Dot comprar Fiz a compra outro Echo Dot 4 o passar o problema Acionei a garantia novamente e ficaram desativar o dispositivo e creditar o novamente prazo 15 dias aguardo prazo).Sobre o reconhecimento voz reparei aprendendo fala Comigo funciona tá tocando música reconhece aceitável certa dificuldade má vontade :P pra atender a esposa hahahaPenso termos qualidade som e durabilidade o Echo 4 seja interessante P.S. Procuro o volume abaixo 70 potência acima d,2021-11-29 00:00:00
positivo,excelente compra A qualidade som ótima funciona caixa som o notebook e a captura voz Integrei smart lâmpada e funciona Únicos desagradaram a integração o TIDAL streaming música dificuldade captar a voz momentos e o app lento e confuso deixar casa cômodo smart e ouvir música conectado a o Bluetooth atende perfeitamente,2021-11-01 00:00:00
negativo,A 3 a echo dot começou a apresentar problemas falo liga a luz e fica ligada eternamente tendo desligar e ligar pra voltar a o normal e 5x a o dia deixando desligada preciso função liguei inúmeras amazon inumeros emails inumeros feedbacks app e resolverem querendo mesmos procedimentos reset e etc definitivamente recomendo,2021-09-07 00:00:00
positivo,Aparelho fantástico design minimalista bonito e a configuração simples serviços assino estavam ativos nenhum esforço personalizações exigiram nenhum conhecimento avançado dia o reconhecimento voz estranho o passar percebendo o aparelho aprendendo e o entendimento melhorando dia dia Claro paralelo aprendendo a equipamentos rede encontrados e facilmente configurados aproveito deixar alerta a Amazon recebi o produto amassos embalagem Coincidência pedidos entregues mesma empresa logística a LOGGI TECNOLOGIA LTDA Entendo perfeitamente culpa Amazon acredito notificar empresa a cuidado manuseio útil a própria Amazon e evitar possíveis ônus mercadorias danificadas a mesma paga prestação serviços d empresa,2022-03-08 00:00:00
positivo,Alexa 4ªG atendendo super Vejo falhas realmente reconhecimento voz estando e barulho ambiente reconhece gritar estressei a kkkkkkkkk qualidade som sensacional graves notados falha conexão aparelhos casa conectada a TV adicionarei equipamentos O aplicativo fácil utilizar A ampla opção skills achei interessante contar opção criar rotinas criar frases falar achei legal,2022-03-03 00:00:00
positivo,Echo-Dot design super bacana ótima qualidade som alcance volumes alto a integração a Alexa perfeita e permite parear dispositivos Bluetooth reproduzir som,2021-07-02 00:00:00
positivo,comecei homeoffice ouvido música durante o dia e senti a necessidade comprar caixa som atendesse necessidades O Amazon Echo pareceu aquisição conta preço e possibilidade interagir assistente virtual ajudasse tarefas dia a dia e acertei som bacana o espaço a Alexa ótima ajudante administra agenda mantem informado e divertida Aproveitei e adquiri lâmpadas inteligentes criar climas perfeitos descanso trabalho leitura A Alexa controla e acorda a iluminação e a música certa,2021-07-07 00:00:00
negativo,Comprei a Alexa felicidade iria controlar a casa a começar chromecast e musicas entanto surpreendido a incompatibilidade produtos Amazon Google Pra mim palhaçada afinal dispositivos inteligentes feitos conectarem e o AmazonPrime roda Chromecast nota-se a proibição Amazon penso fosse EUA poderia considerar venda casada Fiquei chateado dispositivo limitado heavy user Android e possuo Youtube Premium e Youtube Music e Chromecast tv o navegador E esqueça o MAC X apple conecta o Chromecast chrome aplicativos E o software Alexa intuitivo lento diga-se passagem,2021-06-30 00:00:00
positivo,Produto alto Qualidade som impecável comprar casa medo o produto conta cômodo e adjacentes houver reunião Reconhecimento voz aprimorado a Alexa dificuldade comandos saem óbvio direto eficiente Sinto integração aplicativos telefone a a Amazon modo produto excelente feito pensar automatizar aspectos casa Recomendo,2021-04-03 00:00:00
positivo,Gostei fato corroborando comentários carece melhorias O reconhecimento voz falha opções limitadas a dependência tomada coisas melhorar futuras gerações A qualidade som e alarmes precisos A interface precisa melhorar atende o básico Enfim excepcional fiquei decepcionado,2021-07-24 00:00:00
negativo,A mídia carregada recomendo echo dot durou 3 dias atualizou manhã e d ficou qualidade som horrível e chiando d passou a demorar 5 segundos acionar dispositvos inteligentes e começou a responder coisas sentidos Gosto Alexa verdade a Amazon fabrica produto baixa qualidade Decepcionado compro fabricado,2021-11-06 00:00:00
negativo,O som horrível Facilidade ouvir musica predileta tenha caso Amazon music Conectei caixinha som T&G melhorar o som caixinha som vc adivinhar o botão e vc descobrir o pedaço papel instruções ajuda fosse papel higiênico teria melhor uso bluetooh explicam ativar caixinha indicação o slot pen drive reconhece automaticamente e nenhum vc a instrução ativar função caixinha botões sendo d a Letra M indica a modalidade uso instruções faladas e a voz sai caixinha incompreensível,2021-09-10 00:00:00
positivo,olho echo dot ouvir livros Kindle basta pedir a Alexa ouvir livros biblioteca Acabei surpreendendo a qualidade som especialmente preço paguei Prime Day Ouço música eletrônica e o echo dot entrega qualidade sonora interessante tamanho compacto A entrega super rápida recomendo,2021-06-26 00:00:00
positivo,A qualidade som pra o tamanho e preço escuto música monitor áudio sinto a diferença devo preço e tamanho surpreendi o som d O reconhecimento passa raiva e,2021-12-18 00:00:00
positivo,Comprei chegou rápido a reclamar prazo!uso médio chamo escuta tranquilo claro o volume d estiver elevar voz fiz teste porta apartamento e respondeu tranquilo acredito quemesteja falando surda tentando vale lembrar direcionalentão colocar reta melhor desempenho sempre.muito satisfeito a compra contar configurações o computador abre sites netflix entra recomendo estiver pensando comprar.obs caso eal realmente esteja ouvindo vale a pena efetuar a troca defeito,2021-12-18 00:00:00
negativo,programado problemas 15 dias garantia ano echo dot 4 travou fica a luz azul acesa direto e apaga Entrei contato a central atendimento e fizemos procedimentos ajuda Ofereceram 15 desconto comprar acho estranho enfim Perdi 340 reais ano perder comprar produto,2022-02-09 00:00:00
negativo,a qualidade áudio seja alta E o acabamento ótimo Amazon A Echo dot surda ambiente fechado som externo repetindo várias o comando correto simplesmente escuta seja pensando seriamente devolver a Echo dot 3 melhor recomendo pesquisem reclamação,2021-06-29 00:00:00
negativo,Comprei o aparelho empolgado divulgação e li atentamente funcionava conectado a energia Pensei carregava e tinha autonomia levar determinados locais alimentação energia entanto destaco fiz a leitura atenta especificações produto Sugiro interessados adquirir produto fique atento a detalhe,2021-07-05 00:00:00
positivo,"Comprei vó quase 90 anos e amou queria ouvir músicas gosta conseguiu adaptar a aparelhos som fitas CDs Pen-drives Bluetooth e afins a Alexa pegou o jeito rapidinho Escrevi comandos voz caderninho pra e dia veio falar feliz ouviu música o dia Echo dot belezinha poucos botões e fáceis identificar gostamos assinatura músicas 6,99 melhora a experiência pra pedir músicas específicas estações artista Enfim tá fazendo sucesso vó vô gostou prefere perguntas pedir oração Aliás dica a o invés pedir pra Alexa ler orações catálogo pedir fosse música Alexa toque a música Oração Serenidade várias gravações bonitas orações avós gostam",2021-07-09 00:00:00
positivo,Gostei produto microfones integrados bons ativar a Echo estando cômodos haja ruídos ambiente O sonoro relativamente tamanho apurado exceto grave perceptível conta subwoofer Enfim aplicações inúmeras ótimo assistente cotidiano há arrepender compra,2021-07-01 00:00:00
